"id","brewery_id","latitude","longitude","accuracy"
"527","565","43.8014","-91.2396","APPROXIMATE"
"528","566","40.7465","-74.2594","ROOFTOP"
"529","567","51.3397","12.3714","APPROXIMATE"
"530","568","47.6064","9.6061","ROOFTOP"
"531","569","47.5171","9.43","ROOFTOP"
"532","570","51.2249","6.7757","APPROXIMATE"
"533","571","53.1691","0.3169","GEOMETRIC_CENTER"
"534","572","50.7989","-1.0912","APPROXIMATE"
"535","573","52.3544","9.7532","ROOFTOP"
"536","574","46.518","-95.3761","APPROXIMATE"
"537","575","61.2179","-149.896","ROOFTOP"
"538","576","41.8775","-88.067","APPROXIMATE"
"539","577","39.5476","-107.323","ROOFTOP"
"540","578","-27.8539","153.359","APPROXIMATE"
"541","579","43.4676","-80.5231","RANGE_INTERPOLATED"
"542","580","39.7546","-105.224","ROOFTOP"
"543","581","37.7749","-122.419","APPROXIMATE"
"544","582","37.8716","-122.273","APPROXIMATE"
"545","583","41.9273","-87.6807","RANGE_INTERPOLATED"
"546","584","45.2104","-123.189","ROOFTOP"
"547","585","41.9137","-87.6543","ROOFTOP"
"548","586","41.8871","-87.6721","ROOFTOP"
"549","587","26.0745","-80.1806","ROOFTOP"
"550","588","37.3526","-121.893","RANGE_INTERPOLATED"
"551","589","39.6441","-106.596","ROOFTOP"
"552","590","41.4295","-97.3623","ROOFTOP"
"553","591","42.1779","-88.3377","ROOFTOP"
"554","592","40.2518","-105.82","RANGE_INTERPOLATED"
"555","593","43.4988","-110.877","ROOFTOP"
"556","594","43.5984","-111.108","RANGE_INTERPOLATED"
"557","595","41.2672","-96.0714","RANGE_INTERPOLATED"
"558","596","45.5498","-94.2067","RANGE_INTERPOLATED"
"559","597","49.8945","-119.488","RANGE_INTERPOLATED"
"560","598","49.2705","-123.136","RANGE_INTERPOLATED"
"561","599","42.6793","-89.0498","RANGE_INTERPOLATED"
"562","600","39.5349","-119.754","RANGE_INTERPOLATED"
"563","601","61.5816","-149.439","RANGE_INTERPOLATED"
"564","602","43.0745","-89.3802","ROOFTOP"
"565","603","43.0177","-89.4232","ROOFTOP"
"566","604","39.7539","-104.989","ROOFTOP"
"567","605","41.4844","-81.7042","RANGE_INTERPOLATED"
"568","606","39.6042","-105.948","APPROXIMATE"
"569","607","44.9467","-93.097","ROOFTOP"
"570","608","44.5189","-88.0196","ROOFTOP"
"571","609","33.136","-117.225","ROOFTOP"
"572","610","44.9398","-93.1568","RANGE_INTERPOLATED"
"573","611","44.0344","-73.1735","ROOFTOP"
"574","612","52.241","0.7157","GEOMETRIC_CENTER"
"575","613","35.7721","-78.6386","APPROXIMATE"
"576","614","38.2382","-122.04","APPROXIMATE"
"577","615","42.2805","-83.749","RANGE_INTERPOLATED"
"578","616","52.2081","6.8163","GEOMETRIC_CENTER"
"579","617","43.0081","-89.7383","ROOFTOP"
"580","618","19.427","-99.1276","APPROXIMATE"
"581","619","50.8109","5.9213","RANGE_INTERPOLATED"
"582","620","52.3795","4.6377","APPROXIMATE"
"583","621","48.1391","11.5802","APPROXIMATE"
"584","622","45.4901","-122.643","RANGE_INTERPOLATED"
"585","623","47.6592","-122.366","ROOFTOP"
"586","624","37.4903","-122.435","APPROXIMATE"
"587","625","35.6083","-77.3732","ROOFTOP"
"588","626","54.1744","-1.4844","GEOMETRIC_CENTER"
"589","627","50.9889","-1.4989","APPROXIMATE"
"590","628","51.1913","6.4421","APPROXIMATE"
"591","629","60.2945","5.2592","RANGE_INTERPOLATED"
"592","630","50.729","4.2971","RANGE_INTERPOLATED"
"593","631","20.7592","-156.457","APPROXIMATE"
"594","632","43.3871","-87.8795","RANGE_INTERPOLATED"
"595","633","47.2436","-122.437","ROOFTOP"
"596","634","42.3465","-71.0338","ROOFTOP"
"597","635","43.513","-72.4015","ROOFTOP"
"598","636","40.4962","-74.4441","RANGE_INTERPOLATED"
"599","637","50.8742","0.0167","RANGE_INTERPOLATED"
"600","638","56.1531","-3.8006","APPROXIMATE"
"601","639","51.8439","10.7533","ROOFTOP"
"602","640","51.2261","6.7745","ROOFTOP"
"603","641","43.2165","-123.342","APPROXIMATE"
"604","642","40.5853","-105.084","APPROXIMATE"
"605","643","40.7323","-73.9874","APPROXIMATE"
"606","644","39.7392","-104.985","APPROXIMATE"
"607","645","39.9653","-74.3118","APPROXIMATE"
"609","649","47.5077","8.7302","ROOFTOP"
"610","650","49.892","10.8853","ROOFTOP"
"611","651","45.7458","-87.056","RANGE_INTERPOLATED"
"612","652","44.9518","-89.6657","RANGE_INTERPOLATED"
"613","653","44.9491","-93.2885","ROOFTOP"
"614","655","32.3096","-106.793","ROOFTOP"
"615","656","43.1646","-77.6155","ROOFTOP"
"616","657","41.0016","-74.3403","RANGE_INTERPOLATED"
"617","658","35.5716","-82.4991","RANGE_INTERPOLATED"
"618","659","47.5132","10.279","ROOFTOP"
"619","660","37.5665","126.978","APPROXIMATE"
"620","661","50.3949","9.7724","ROOFTOP"
"621","662","49.0125","8.4264","ROOFTOP"
"622","663","47.6942","13.0784","ROOFTOP"
"623","664","47.8691","12.6505","ROOFTOP"
"624","665","32.9618","-96.8292","APPROXIMATE"
"625","666","32.803","-96.7699","APPROXIMATE"
"626","667","49.1672","12.6399","RANGE_INTERPOLATED"
"627","668","53.5621","9.9451","ROOFTOP"
"628","669","38.9911","-77.0237","ROOFTOP"
"629","670","51.9966","-1.4922","GEOMETRIC_CENTER"
"630","672","40.6215","-111.866","ROOFTOP"
"631","673","41.0247","-81.4676","ROOFTOP"
"632","674","38.5551","-121.43","ROOFTOP"
"633","675","39.7187","-104.95","ROOFTOP"
"634","676","43.7594","-87.7228","ROOFTOP"
"635","677","37.677","-121.898","ROOFTOP"
"636","678","45.4969","-122.635","ROOFTOP"
"637","679","37.6345","-120.982","ROOFTOP"
"638","680","42.2626","-71.8023","APPROXIMATE"
"639","681","51.2615","9.4494","GEOMETRIC_CENTER"
"640","682","39.6403","-106.374","APPROXIMATE"
"641","683","39.2651","-84.3799","RANGE_INTERPOLATED"
"642","684","-33.2175","151.426","GEOMETRIC_CENTER"
"643","685","51.2026","3.2242","RANGE_INTERPOLATED"
"644","686","40.87","-124.087","RANGE_INTERPOLATED"
"645","687","51.1007","3.6934","RANGE_INTERPOLATED"
"646","688","43.4666","-112.034","APPROXIMATE"
"647","689","40.4787","-88.9946","RANGE_INTERPOLATED"
"648","690","50.8865","4.7069","RANGE_INTERPOLATED"
"649","691","39.9526","-75.1594","ROOFTOP"
"650","692","30.2131","-97.7358","ROOFTOP"
"651","693","35.6675","-117.874","ROOFTOP"
"652","694","13.6998","-89.1832","GEOMETRIC_CENTER"
"653","696","56.4174","-3.4779","GEOMETRIC_CENTER"
"654","697","53.4863","-6.168","APPROXIMATE"
"655","698","40.461","-79.9653","ROOFTOP"
"656","699","39.6834","-75.7467","ROOFTOP"
"657","700","39.745","-75.5561","RANGE_INTERPOLATED"
"658","701","37.986","-122.584","ROOFTOP"
"659","598","34.396","-119.521","RANGE_INTERPOLATED"
"660","703","56.4907","-4.2026","APPROXIMATE"
"661","704","47.53","-122.037","ROOFTOP"
"662","705","42.4145","-76.5315","RANGE_INTERPOLATED"
"663","706","38.7563","-120.679","ROOFTOP"
"664","707","37.5441","-121.988","ROOFTOP"
"665","708","44.9449","-91.3968","RANGE_INTERPOLATED"
"666","709","41.2328","-96.0825","RANGE_INTERPOLATED"
"667","710","45.0039","-93.2502","ROOFTOP"
"668","711","39.3722","-104.856","APPROXIMATE"
"669","712","46.5015","-87.679","RANGE_INTERPOLATED"
"670","713","54.6649","-3.3634","APPROXIMATE"
"671","714","53.5757","7.9003","APPROXIMATE"
"672","715","37.5665","126.978","APPROXIMATE"
"673","716","40.5549","-74.2771","RANGE_INTERPOLATED"
"674","717","41.254","-95.9993","APPROXIMATE"
"675","718","40.1707","-76.3838","RANGE_INTERPOLATED"
"676","719","42.3037","-71.3966","ROOFTOP"
"677","720","42.3724","-71.1193","ROOFTOP"
"678","721","39.7458","-75.5467","APPROXIMATE"
"679","722","50.7298","4.508","GEOMETRIC_CENTER"
"680","723","42.3375","-83.8895","ROOFTOP"
"681","724","39.9529","-74.201","APPROXIMATE"
"682","725","43.0519","-89.4737","RANGE_INTERPOLATED"
"683","726","33.9533","-117.396","APPROXIMATE"
"684","727","53.5412","-2.1734","APPROXIMATE"
"685","728","49.6283","11.5498","ROOFTOP"
"686","729","49.9043","10.8524","ROOFTOP"
"687","730","42.2949","-85.5788","ROOFTOP"
"688","731","32.8969","-117.201","ROOFTOP"
"689","732","45.4956","15.5331","GEOMETRIC_CENTER"
"690","733","49.8904","10.9056","ROOFTOP"
"691","734","44.5236","-89.5746","APPROXIMATE"
"692","736","38.4405","-122.714","APPROXIMATE"
"693","737","38.0317","-84.4951","APPROXIMATE"
"694","738","-1.2833","36.8167","APPROXIMATE"
"695","739","46.5958","-112.027","APPROXIMATE"
"696","740","51.0638","-0.327","APPROXIMATE"
"697","743","50.9193","3.9666","RANGE_INTERPOLATED"
"698","744","52.091","14.6509","ROOFTOP"
"699","745","49.0144","12.075","ROOFTOP"
"700","746","49.8891","10.887","ROOFTOP"
"701","747","51.5314","6.7418","ROOFTOP"
"702","748","48.1826","11.2522","ROOFTOP"
"703","749","50.3216","7.5862","ROOFTOP"
"704","750","47.9262","9.4204","ROOFTOP"
"705","751","19.642","-155.996","RANGE_INTERPOLATED"
"707","754","41.0323","-74.6407","GEOMETRIC_CENTER"
"708","755","44.5617","-72.5984","APPROXIMATE"
"709","756","42.5278","-83.0472","RANGE_INTERPOLATED"
"710","757","50.106","11.4442","ROOFTOP"
"711","758","50.1077","11.453","APPROXIMATE"
"712","759","32.8409","-117.274","ROOFTOP"
"713","760","33.8575","-117.876","APPROXIMATE"
"714","761","44.6598","-63.5997","RANGE_INTERPOLATED"
"715","762","42.9778","-81.2467","RANGE_INTERPOLATED"
"716","763","48.3917","-122.495","ROOFTOP"
"717","764","40.4194","-86.89","ROOFTOP"
"718","765","38.2724","-122.662","ROOFTOP"
"719","766","43.1706","-89.9324","RANGE_INTERPOLATED"
"720","767","44.2829","-73.9813","ROOFTOP"
"721","768","46.7611","-92.1319","RANGE_INTERPOLATED"
"722","769","43.0547","-87.9053","ROOFTOP"
"723","771","40.0438","-76.2984","ROOFTOP"
"724","772","54.8229","-1.7457","APPROXIMATE"
"725","773","48.014","-115.011","RANGE_INTERPOLATED"
"726","774","40.3212","-79.3795","APPROXIMATE"
"727","775","48.3003","-116.538","ROOFTOP"
"728","776","30.3764","-89.4497","ROOFTOP"
"729","777","45.5181","-73.5642","RANGE_INTERPOLATED"
"730","778","33.4577","-117.589","ROOFTOP"
"731","779","40.1587","-105.113","RANGE_INTERPOLATED"
"732","780","40.3256","-75.9283","RANGE_INTERPOLATED"
"733","781","44.5534","-88.0977","ROOFTOP"
"734","782","33.4484","-112.074","APPROXIMATE"
"735","783","46.5977","-112.037","ROOFTOP"
"736","784","33.7187","-78.8831","RANGE_INTERPOLATED"
"737","785","50.5208","8.8166","APPROXIMATE"
"738","786","50.9649","3.422","RANGE_INTERPOLATED"
"739","787","45.0565","-92.8222","APPROXIMATE"
"740","788","48.4358","-123.396","RANGE_INTERPOLATED"
"741","789","45.7786","-111.179","APPROXIMATE"
"742","790","-39.6275","176.854","ROOFTOP"
"743","791","38.7548","-9.1883","APPROXIMATE"
"744","792","41.2557","-75.8583","RANGE_INTERPOLATED"
"745","793","-33.8687","151.217","APPROXIMATE"
"746","794","39.1456","-84.4741","ROOFTOP"
"747","795","39.1836","-96.5717","APPROXIMATE"
"748","796","-32.0597","115.745","ROOFTOP"
"749","797","30.2541","-97.7055","ROOFTOP"
"750","798","45.9172","-89.2443","APPROXIMATE"
"751","799","49.6206","14.3837","APPROXIMATE"
"752","800","44.8516","-90.3165","APPROXIMATE"
"753","801","43.5882","-72.6563","APPROXIMATE"
"754","802","40.7843","-74.78","RANGE_INTERPOLATED"
"755","803","40.8032","-124.165","ROOFTOP"
"756","805","43.7379","-79.5714","APPROXIMATE"
"757","806","47.3642","8.5245","ROOFTOP"
"758","807","56.1073","-3.7528","APPROXIMATE"
"759","808","41.0677","-85.1524","RANGE_INTERPOLATED"
"760","809","41.3145","-81.8357","APPROXIMATE"
"761","810","40.879","-123.993","ROOFTOP"
"762","811","40.8786","-123.992","RANGE_INTERPOLATED"
"763","812","44.4284","-73.2131","ROOFTOP"
"764","813","37.7702","-122.445","RANGE_INTERPOLATED"
"765","814","45.5001","-122.431","RANGE_INTERPOLATED"
"766","815","37.543","-77.4691","APPROXIMATE"
"767","816","33.8835","-117.565","RANGE_INTERPOLATED"
"768","817","32.803","-96.7699","APPROXIMATE"
"769","818","36.1755","-115.145","ROOFTOP"
"770","819","49.8928","10.9131","ROOFTOP"
"771","820","-33.8867","151.174","RANGE_INTERPOLATED"
"772","821","43.2167","-87.924","RANGE_INTERPOLATED"
"773","822","37.6484","-118.983","RANGE_INTERPOLATED"
"774","823","40.0236","-75.2202","ROOFTOP"
"775","824","33.8844","-118.411","ROOFTOP"
"776","825","35.0928","-106.647","ROOFTOP"
"777","826","30.3617","-81.6966","APPROXIMATE"
"778","827","37.9479","-122.511","RANGE_INTERPOLATED"
"779","828","49.2055","-122.978","RANGE_INTERPOLATED"
"780","829","47.6637","-122.377","ROOFTOP"
"781","830","46.5431","-87.3929","RANGE_INTERPOLATED"
"782","831","36.152","-95.9647","RANGE_INTERPOLATED"
"783","832","51.3175","9.4793","ROOFTOP"
"784","833","40.4234","-78.4339","APPROXIMATE"
"785","834","35.0707","-78.9545","RANGE_INTERPOLATED"
"786","835","-32.0232","115.754","ROOFTOP"
"787","836","20.9721","-156.677","ROOFTOP"
"788","837","41.6432","-83.5384","ROOFTOP"
"789","838","40.1989","-98.0673","RANGE_INTERPOLATED"
"790","839","39.0534","-94.5919","RANGE_INTERPOLATED"
"791","840","30.4181","-87.2024","ROOFTOP"
"792","841","39.8658","-75.5442","RANGE_INTERPOLATED"
"793","842","47.8774","-122.211","RANGE_INTERPOLATED"
"794","843","51.7975","-0.0806","RANGE_INTERPOLATED"
"795","844","51.4899","0.038","RANGE_INTERPOLATED"
"796","845","47.6308","9.8889","ROOFTOP"
"797","846","19.706","-155.069","ROOFTOP"
"798","847","38.9734","-123.116","RANGE_INTERPOLATED"
"799","848","43.0831","-73.7846","APPROXIMATE"
"800","849","39.1326","-123.201","RANGE_INTERPOLATED"
"801","850","42.6728","-70.844","ROOFTOP"
"802","851","41.975","-87.674","ROOFTOP"
"803","852","42.2249","-121.782","APPROXIMATE"
"804","853","42.6616","-84.1946","ROOFTOP"
"805","854","42.2872","-87.9538","ROOFTOP"
"806","855","43.0389","-87.9065","APPROXIMATE"
"807","856","51.1028","4.7269","RANGE_INTERPOLATED"
"808","857","43.0508","-76.1617","ROOFTOP"
"809","858","61.1473","-149.844","ROOFTOP"
"810","860","35.3","-106.551","APPROXIMATE"
"811","861","46.0697","-118.336","RANGE_INTERPOLATED"
"812","862","39.612","-105.019","ROOFTOP"
"813","863","43.0445","-87.9626","ROOFTOP"
"814","864","42.0855","-88.1411","RANGE_INTERPOLATED"
"815","865","41.7972","-91.8652","RANGE_INTERPOLATED"
"816","866","42.9945","-71.4674","ROOFTOP"
"817","867","43.0334","-87.9093","ROOFTOP"
"818","868","42.6001","-89.6422","RANGE_INTERPOLATED"
"819","869","44.9732","-93.2479","ROOFTOP"
"820","870","44.9442","-93.0861","APPROXIMATE"
"821","871","45.8722","-89.7097","RANGE_INTERPOLATED"
"822","872","41.6931","-86.1818","RANGE_INTERPOLATED"
"823","873","49.1323","-122.343","RANGE_INTERPOLATED"
"824","874","40.687","-73.708","GEOMETRIC_CENTER"
"825","875","38.5657","-109.55","RANGE_INTERPOLATED"
"826","876","35.2156","-111.59","RANGE_INTERPOLATED"
"827","877","47.4123","9.7443","ROOFTOP"
"828","878","43.6706","-79.3824","ROOFTOP"
"829","879","45.7822","-108.506","RANGE_INTERPOLATED"
"830","880","36.1286","-115.171","APPROXIMATE"
"831","881","-42.4505","171.207","GEOMETRIC_CENTER"
"832","882","32.081","-81.0915","RANGE_INTERPOLATED"
"833","883","38.498","-122.78","APPROXIMATE"
"834","884","53.7864","-2.2694","RANGE_INTERPOLATED"
"835","885","61.1902","-149.869","ROOFTOP"
"836","886","45.2567","-66.096","RANGE_INTERPOLATED"
"837","887","45.2578","-66.0984","RANGE_INTERPOLATED"
"838","888","43.5907","-89.7939","RANGE_INTERPOLATED"
"839","889","55.0167","-1.4925","GEOMETRIC_CENTER"
"840","890","51.6701","-1.285","APPROXIMATE"
"841","891","40.019","-105.275","ROOFTOP"
"842","892","38.0941","-122.557","ROOFTOP"
"843","893","38.1074","-122.57","APPROXIMATE"
"844","894","34.4686","-114.341","ROOFTOP"
"845","895","40.5843","-98.3912","RANGE_INTERPOLATED"
"846","896","-40.7658","172.705","GEOMETRIC_CENTER"
"847","897","16.7779","96.1679","GEOMETRIC_CENTER"
"848","899","40.3978","-105.075","APPROXIMATE"
"849","900","-22.5589","17.0825","APPROXIMATE"
"850","901","41.1339","-96.0307","RANGE_INTERPOLATED"
"851","902","49.4884","-117.29","RANGE_INTERPOLATED"
"852","903","52.081","0.6559","GEOMETRIC_CENTER"
"853","904","38.3281","-85.8171","ROOFTOP"
"854","905","40.5929","-105.07","RANGE_INTERPOLATED"
"855","906","42.3587","-71.0574","APPROXIMATE"
"856","907","42.8171","-89.6306","ROOFTOP"
"857","908","42.79","-86.1041","ROOFTOP"
"858","909","33.9089","-84.3056","RANGE_INTERPOLATED"
"859","910","40.1857","-75.4516","APPROXIMATE"
"860","912","43.0893","-79.11","RANGE_INTERPOLATED"
"861","913","45.9222","-88.2518","APPROXIMATE"
"862","915","44.0569","-123.11","ROOFTOP"
"863","916","39.9502","-75.1666","ROOFTOP"
"864","917","45.5235","-122.676","APPROXIMATE"
"865","918","58.5366","15.0373","APPROXIMATE"
"866","919","39.4466","-123.806","ROOFTOP"
"867","920","41.0638","-80.0556","ROOFTOP"
"868","921","47.6815","-122.209","APPROXIMATE"
"869","922","44.7776","-91.4433","RANGE_INTERPOLATED"
"870","924","38.8058","-90.7532","ROOFTOP"
"871","925","44.9458","-93.167","RANGE_INTERPOLATED"
"872","926","42.0884","-87.9806","APPROXIMATE"
"873","928","45.5539","-94.1703","APPROXIMATE"
"874","929","34.8661","-111.796","RANGE_INTERPOLATED"
"875","930","39.615","-86.0901","RANGE_INTERPOLATED"
"876","931","52.5758","-0.248","RANGE_INTERPOLATED"
"877","932","40.015","-105.271","APPROXIMATE"
"878","933","40.015","-105.271","APPROXIMATE"
"879","934","43.1117","-88.4993","APPROXIMATE"
"880","935","40.5894","-105.063","ROOFTOP"
"881","936","33.2029","-117.255","RANGE_INTERPOLATED"
"882","937","41.1828","-80.7654","APPROXIMATE"
"883","938","50.2613","-119.277","RANGE_INTERPOLATED"
"884","939","30.2767","-97.7463","ROOFTOP"
"885","940","39.154","-75.4884","RANGE_INTERPOLATED"
"886","941","42.1682","-85.8497","RANGE_INTERPOLATED"
"887","942","42.0248","-93.6147","ROOFTOP"
"888","943","42.2936","-85.5778","GEOMETRIC_CENTER"
"889","944","39.0472","-84.5599","APPROXIMATE"
"890","945","32.7153","-117.157","APPROXIMATE"
"891","946","42.1865","-88.1835","ROOFTOP"
"892","947","43.0389","-87.9065","APPROXIMATE"
"893","948","48.7596","-122.488","APPROXIMATE"
"894","949","44.6365","-123.106","APPROXIMATE"
"895","950","44.5613","-123.261","ROOFTOP"
"896","952","40.3532","-74.0747","ROOFTOP"
"897","953","59.0697","-3.3135","APPROXIMATE"
"898","954","28.5265","-81.3827","ROOFTOP"
"899","955","44.4284","-73.2131","ROOFTOP"
"900","956","40.2246","-105.268","RANGE_INTERPOLATED"
"901","957","55.7558","37.6176","APPROXIMATE"
"902","958","48.2133","16.3229","ROOFTOP"
"903","959","44.0197","-73.1693","ROOFTOP"
"904","960","40.8098","-77.9101","RANGE_INTERPOLATED"
"905","961","60.381","25.1102","GEOMETRIC_CENTER"
"906","962","41.1475","-85.1168","APPROXIMATE"
"907","963","29.43","-98.49","APPROXIMATE"
"908","964","32.7978","-117.24","APPROXIMATE"
"909","965","37.8016","-122.274","RANGE_INTERPOLATED"
"910","966","47.5143","-122.353","ROOFTOP"
"911","967","50.9953","4.2835","RANGE_INTERPOLATED"
"912","968","32.8017","-79.9455","RANGE_INTERPOLATED"
"913","969","43.1467","-75.1779","APPROXIMATE"
"914","970","42.2012","-72.6104","ROOFTOP"
"915","971","40.496","-111.42","RANGE_INTERPOLATED"
"916","972","48.1391","11.5802","APPROXIMATE"
"917","973","43.8344","-91.2362","ROOFTOP"
"918","974","45.2152","-123.97","ROOFTOP"
"919","975","40.4569","-79.9915","ROOFTOP"
"920","976","42.8368","-71.6626","RANGE_INTERPOLATED"
"921","977","40.4569","-79.9915","ROOFTOP"
"922","978","29.5761","-98.4772","ROOFTOP"
"923","979","34.9251","-95.7253","GEOMETRIC_CENTER"
"924","980","33.9176","-117.26","ROOFTOP"
"925","981","39.9827","-75.1275","ROOFTOP"
"926","982","-20.2738","57.4971","GEOMETRIC_CENTER"
"927","983","41.9104","-87.6761","ROOFTOP"
"928","984","47.6081","-122.34","ROOFTOP"
"929","985","35.1315","-79.4295","APPROXIMATE"
"930","986","33.7268","-111.853","RANGE_INTERPOLATED"
"931","987","39.7369","-104.991","RANGE_INTERPOLATED"
"932","988","42.0038","21.4522","APPROXIMATE"
"933","990","50.2094","15.8326","APPROXIMATE"
"934","993","50.0355","15.762","ROOFTOP"
"935","994","50.0878","14.4205","APPROXIMATE"
"936","995","49.1911","16.5918","ROOFTOP"
"937","996","47.8809","18.1972","ROOFTOP"
"938","997","49.9225","14.6361","ROOFTOP"
"939","998","50.0685","14.4067","ROOFTOP"
"940","999","59.939","30.3158","APPROXIMATE"
"941","1000","41.9455","-88.4507","ROOFTOP"
"942","1001","32.9908","-117.272","ROOFTOP"
"943","1002","37.2283","-77.3903","GEOMETRIC_CENTER"
"944","1003","40.6954","-99.0812","RANGE_INTERPOLATED"
"945","1004","37.6645","-121.873","ROOFTOP"
"946","1005","49.7466","13.3861","ROOFTOP"
"947","1007","35.1814","136.906","APPROXIMATE"
"948","1008","38.8814","-94.8191","APPROXIMATE"
"949","1009","33.1406","-117.15","APPROXIMATE"
"950","1010","43.3872","-87.8756","APPROXIMATE"
"951","1011","40.3341","-75.012","RANGE_INTERPOLATED"
"952","1012","45.5415","-122.713","ROOFTOP"
"953","1013","43.0781","-70.7575","RANGE_INTERPOLATED"
"954","1014","42.0347","-88.2819","ROOFTOP"
"955","1015","34.542","-112.47","ROOFTOP"
"956","1016","60.4877","9.1885","APPROXIMATE"
"957","1017","49.6747","8.925","APPROXIMATE"
"958","1018","51.1833","6.4993","ROOFTOP"
"959","1019","48.3153","11.8911","ROOFTOP"
"960","1020","51.2292","6.7925","ROOFTOP"
"961","1021","50.9465","6.9563","ROOFTOP"
"962","1023","48.9175","11.8735","ROOFTOP"
"963","1024","49.8851","10.8823","ROOFTOP"
"964","1025","39.6282","-106.047","ROOFTOP"
"965","1026","43.6615","-70.2553","APPROXIMATE"
"966","1027","40.1688","-105.102","ROOFTOP"
"967","1028","43.6011","-89.7937","APPROXIMATE"
"968","1029","47.5917","-122.335","ROOFTOP"
"969","1029","37.8806","-122.3","ROOFTOP"
"970","1031","47.5924","-122.334","RANGE_INTERPOLATED"
"971","1032","36.0663","120.383","APPROXIMATE"
"972","1033","33.4905","-79.116","GEOMETRIC_CENTER"
"973","1034","49.2673","-123.103","RANGE_INTERPOLATED"
"974","1035","45.4856","-122.754","ROOFTOP"
"975","1036","41.5841","-93.6296","ROOFTOP"
"976","1037","51.1148","13.915","RANGE_INTERPOLATED"
"977","1038","32.7366","-97.3274","ROOFTOP"
"978","1039","45.0851","-87.6544","ROOFTOP"
"979","1040","61.2181","-149.9","APPROXIMATE"
"980","1041","41.1151","-74.147","RANGE_INTERPOLATED"
"981","1042","42.832","-88.714","ROOFTOP"
"982","1043","51.3723","-2.8773","APPROXIMATE"
"983","1044","30.113","-98.4156","RANGE_INTERPOLATED"
"984","1045","33.6864","-117.66","APPROXIMATE"
"985","1046","33.037","-117.292","APPROXIMATE"
"986","1047","45.1913","-109.247","RANGE_INTERPOLATED"
"987","1048","36.0613","-79.5695","ROOFTOP"
"988","1049","40.3044","-79.5471","ROOFTOP"
"989","1050","40.0187","-105.279","ROOFTOP"
"990","1051","47.6062","-122.332","APPROXIMATE"
"991","1052","43.0117","-88.2315","APPROXIMATE"
"992","1053","48.0708","11.5311","ROOFTOP"
"993","1054","41.9234","-87.6982","ROOFTOP"
"994","1055","37.5356","-77.4338","ROOFTOP"
"995","1056","51.5462","-1.1355","RANGE_INTERPOLATED"
"996","1057","33.4148","-111.909","APPROXIMATE"
"997","1058","40.3688","-74.9477","ROOFTOP"
"998","1059","41.85","-87.6501","APPROXIMATE"
"999","1060","40.638","-111.69","APPROXIMATE"
"1000","1061","40.4465","-79.7642","ROOFTOP"
"1001","1062","44.5693","-72.6034","ROOFTOP"
"1002","1063","41.8915","-87.6284","ROOFTOP"
"1003","1064","39.7472","-104.995","RANGE_INTERPOLATED"
"1004","1065","43.0399","-87.9117","ROOFTOP"
"1005","1066","44.9765","-93.2747","ROOFTOP"
"1006","1067","37.2886","-121.933","ROOFTOP"
"1007","1068","39.5678","-104.874","ROOFTOP"
"1008","1069","41.4623","-81.856","ROOFTOP"
"1009","1070","39.4091","-104.87","ROOFTOP"
"1010","1071","42.7875","-86.1089","APPROXIMATE"
"1011","1072","44.6202","-124.052","ROOFTOP"
"1012","1073","51.4421","4.9232","RANGE_INTERPOLATED"
"1013","1074","37.2869","-121.946","ROOFTOP"
"1014","1075","45.5118","-122.659","ROOFTOP"
"1015","1076","37.9871","-122.589","APPROXIMATE"
"1016","1077","43.3178","-88.379","APPROXIMATE"
"1017","1078","38.647","-90.225","APPROXIMATE"
"1018","1079","32.789","-96.7989","APPROXIMATE"
"1019","1080","44.0291","-88.1629","RANGE_INTERPOLATED"
"1020","1081","39.939","-77.6566","RANGE_INTERPOLATED"
"1021","1082","38.5731","-121.481","ROOFTOP"
"1022","1083","47.6855","9.208","ROOFTOP"
"1023","1084","44.8902","-92.6378","RANGE_INTERPOLATED"
"1024","706","49.1482","-122.862","RANGE_INTERPOLATED"
"1025","1086","38.4418","-122.712","ROOFTOP"
"1026","1087","41.3879","2.1699","APPROXIMATE"
"1027","1088","51.4736","-3.179","GEOMETRIC_CENTER"
"1028","1089","12.9683","77.657","APPROXIMATE"
"1029","1090","38.6191","-121.4","RANGE_INTERPOLATED"
"1030","1091","29.8123","-95.4675","RANGE_INTERPOLATED"
"1031","1092","38.633","-90.21","ROOFTOP"
"1032","1093","28.1646","-82.7717","ROOFTOP"
"1033","1094","59.3014","24.6679","RANGE_INTERPOLATED"
"1034","1095","29.4241","-98.4936","APPROXIMATE"
"1035","1096","52.7069","-2.787","RANGE_INTERPOLATED"
"1036","1097","40.7626","-111.895","RANGE_INTERPOLATED"
"1037","1098","21.3069","-157.858","APPROXIMATE"
"1038","1099","53.8834","-1.2625","GEOMETRIC_CENTER"
"1039","1100","32.7922","-117.099","ROOFTOP"
"1040","1101","33.1345","-117.191","ROOFTOP"
"1041","1102","14.5833","120.967","APPROXIMATE"
"1042","1103","44.2929","-90.8511","RANGE_INTERPOLATED"
"1043","1104","39.7557","-104.993","RANGE_INTERPOLATED"
"1044","1105","44.8007","-106.956","RANGE_INTERPOLATED"
"1045","1106","34.4166","-119.696","ROOFTOP"
"1046","1107","36.9741","-122.031","APPROXIMATE"
"1047","1108","35.5966","-106.052","ROOFTOP"
"1048","1109","38.4405","-122.714","APPROXIMATE"
"1049","1111","52.5435","-2.1156","APPROXIMATE"
